act Pair,Accuracy Subset1 Only,Accuracy Subset2 Only,Improvement (Subset2 vs Subset1) No Const,Number of Test Examples,Number of Train Examples
Little River Band vs Sydney Sprague,1.0,1.0,0.0,8,30
Little River Band vs This Wild Life,0.6363636363636364,0.6363636363636364,0.0,11,41
Little River Band vs Black Pumas,0.7777777777777778,0.7777777777777778,0.0,9,35
Lady A vs Sir Chloe,0.8333333333333334,0.8333333333333334,0.0,6,22
Lady A vs The Wallflowers,0.8888888888888888,0.8888888888888888,0.0,9,36
Lady A vs Samantha Fish,0.9,0.9,0.0,10,40
Little River Band vs Haken,0.8,0.8,0.0,10,38
Little River Band vs William Prince,0.75,0.75,0.0,8,29
Lady A vs Los Temerarios,1.0,1.0,0.0,7,28
Little River Band vs Mr. Big,0.36363636363636365,0.36363636363636365,0.0,11,40
Little River Band vs Olivia Rodrigo,1.0,1.0,0.0,8,28
Lady A vs Parliament Funkadelic,0.7,0.7,0.0,10,38
Lady A vs Powerman 5000,0.875,0.875,0.0,8,28
Lady A vs Stephen Marley,0.9,0.9,0.0,10,36
Lady A vs The Taylor Party- Taylor Swift Night,0.9090909090909091,0.9090909090909091,0.0,11,42
Little River Band vs Deap Vally,0.6666666666666666,0.6666666666666666,0.0,9,35
Little River Band vs Echo & The Bunnymen,1.0,1.0,0.0,7,24
Little River Band vs Addison Grace,0.7272727272727273,0.7272727272727273,0.0,11,40
Little River Band vs Aidan Bissett,0.7777777777777778,0.7777777777777778,0.0,9,32
Lady A vs Classic Albums Live,0.9090909090909091,0.9090909090909091,0.0,11,40
Lady A vs Los Lobos,0.75,0.75,0.0,8,28
Little River Band vs Adventure Club,0.7,0.7,0.0,10,39
Lady A vs Russell Dickerson,0.8,0.8,0.0,10,36
Lady A vs Daniel Donato,0.9,0.9,0.0,10,40
Lady A vs Melanie Martinez,0.875,0.875,0.0,8,29
Lady A vs The All-American Rejects,0.7,0.7,0.0,10,38
Lady A vs 49 Winchester,0.8888888888888888,0.8888888888888888,0.0,9,34
Lady A vs Fit For A King,0.8888888888888888,0.8888888888888888,0.0,9,36
Lady A vs Hippie Sabotage,0.8,0.8,0.0,5,16
Lady A vs Pigeons Playing Ping Pong,0.9166666666666666,0.9166666666666666,0.0,12,47
Little River Band vs Slowdive,0.7,0.7,0.0,10,36
Lady A vs Joshua Radin,0.7142857142857143,0.7142857142857143,0.0,7,25
Lady A vs The Chats,0.9,0.9,0.0,10,38
Little River Band vs Myke Towers,1.0,1.0,0.0,10,40
Lady A vs Bully,0.8888888888888888,0.8888888888888888,0.0,9,35
Little River Band vs The Hotelier,0.75,0.75,0.0,12,47
Little River Band vs Quicksand,0.5555555555555556,0.5555555555555556,0.0,9,34
Lady A vs Rick Springfield,0.46153846153846156,0.46153846153846156,0.0,13,51
Lady A vs Black Flag,0.7777777777777778,0.7777777777777778,0.0,9,32
Little River Band vs Trousdale,0.75,0.75,0.0,12,46
Lady A vs Gaelic Storm,0.6666666666666666,0.6666666666666666,0.0,9,33
Lady A vs Glenn Miller Orchestra,0.5555555555555556,0.5555555555555556,0.0,9,32
Little River Band vs Big Head Todd & The Monsters,0.46153846153846156,0.46153846153846156,0.0,13,48
Little River Band vs Tennis (Band),0.9166666666666666,0.9166666666666666,0.0,12,44
Little River Band vs Full of Hell,0.6666666666666666,0.6666666666666666,0.0,9,36
Little River Band vs Asking Alexandria,0.7272727272727273,0.7272727272727273,0.0,11,43
Lady A vs Shrek Rave,0.9090909090909091,0.9090909090909091,0.0,11,43
Little River Band vs Theory Of A Deadman,0.8461538461538461,0.8461538461538461,0.0,13,51
Little River Band vs Eladio Carrion,0.8888888888888888,0.8888888888888888,0.0,9,36
Lady A vs Guster,0.6666666666666666,0.6666666666666666,0.0,6,24
Lady A vs Stayin' Alive (Tribute to The Bee Gees),0.5,0.5,0.0,8,30
Lady A vs Brian Culbertson,0.8,0.8,0.0,10,37
Lady A vs Youth Lagoon,0.9,0.9,0.0,10,40
Lady A vs Matisyahu,1.0,1.0,0.0,11,41
Lady A vs Wilco,0.5555555555555556,0.5555555555555556,0.0,9,34
Lady A vs Andrea Bocelli,0.875,0.875,0.0,8,31
Lady A vs Bad Omens,0.9,0.9,0.0,10,37
Lady A vs Burna Boy,0.8571428571428571,0.8571428571428571,0.0,7,26
Lady A vs Patti LuPone,0.8,0.8,0.0,5,20
Little River Band vs Tate McRae,1.0,1.0,0.0,11,41
Little River Band vs Kirk Franklin,1.0,1.0,0.0,15,58
"Little River Band vs Slaughter Beach, Dog",0.8333333333333334,0.8333333333333334,0.0,12,46
Lady A vs Here Come The Mummies,1.0,1.0,0.0,10,40
Little River Band vs Kiana Lede,0.7,0.7,0.0,10,40
Lady A vs Generationals,0.875,0.875,0.0,8,32
"Little River Band vs Invent, Animate",0.7,0.7,0.0,10,39
Lady A vs Switchfoot,0.8333333333333334,0.8333333333333334,0.0,12,48
Lady A vs Nick Cave,0.6666666666666666,0.6666666666666666,0.0,9,33
Little River Band vs Carnifex,0.6,0.6,0.0,10,39
Little River Band vs Meshuggah,0.6,0.6,0.0,10,39
Little River Band vs Playboi Carti,1.0,1.0,0.0,14,54
Little River Band vs Dying Fetus,0.7272727272727273,0.7272727272727273,0.0,11,44
Lady A vs Tim McGraw,0.8333333333333334,0.8333333333333334,0.0,6,23
Lady A vs Polyphia,0.8,0.8,0.0,10,37
Lady A vs Ne-Yo,0.5555555555555556,0.5555555555555556,0.0,9,33
Lady A vs Rachel Bloom,0.9166666666666666,0.9166666666666666,0.0,12,44
Little River Band vs Alt-J,1.0,1.0,0.0,10,39
Lady A vs A Boogie Wit Da Hoodie,0.5,0.5,0.0,8,32
Little River Band vs Kota The Friend,0.6,0.6,0.0,10,39
Little River Band vs Angel Du$t,0.8,0.8,0.0,10,38
Lady A vs Squeeze,0.6666666666666666,0.6666666666666666,0.0,9,33
Little River Band vs The Prize Fighter Inferno,0.5,0.5,0.0,8,32
Lady A vs The Offspring,0.7777777777777778,0.7777777777777778,0.0,9,36
Lady A vs Muscadine Bloodline,1.0,1.0,0.0,11,40
Lady A vs Nothing But Thieves,0.75,0.75,0.0,8,29
Lady A vs Owl City,0.9,0.9,0.0,10,39
Little River Band vs Black Violin,0.6363636363636364,0.6363636363636364,0.0,11,44
Lady A vs Run The Jewels,0.75,0.75,0.0,8,31
Little River Band vs Billy Raffoul,0.7272727272727273,0.7272727272727273,0.0,11,43
Little River Band vs Lake Street Dive,0.7,0.7,0.0,10,36
Lady A vs Andy Summers,0.8888888888888888,0.8888888888888888,0.0,9,32
Lady A vs Ocie Elliott,0.75,0.75,0.0,8,31
Lady A vs Aqua,0.6666666666666666,0.6666666666666666,0.0,9,35
Little River Band vs Kim Petras,0.8181818181818182,0.8181818181818182,0.0,11,41
Little River Band vs Grace Potter & The Nocturnals,0.5625,0.5625,0.0,16,60
Little River Band vs Eagles,1.0,1.0,0.0,14,53
Little River Band vs Doja Cat,1.0,1.0,0.0,11,42
Lady A vs Neffex,1.0,1.0,0.0,8,28
Little River Band vs Priscilla Block,1.0,1.0,0.0,9,33
Little River Band vs Chris Tomlin,0.7,0.7,0.0,10,36
Lady A vs The Smashing Pumpkins,0.7777777777777778,0.7777777777777778,0.0,9,36
Lady A vs Godsmack,0.6875,0.6875,0.0,16,61
Lady A vs Maisie Peters,0.75,0.75,0.0,8,32
Little River Band vs Kevin Gates,0.8461538461538461,0.8461538461538461,0.0,13,48
Little River Band vs Justin Quiles,0.875,0.875,0.0,8,30
Little River Band vs Emo Orchestra,0.5454545454545454,0.5454545454545454,0.0,11,43
Little River Band vs Mitch Rowland,1.0,1.0,0.0,7,26
Lady A vs Phil Wickham,0.5555555555555556,0.5555555555555556,0.0,9,32
Little River Band vs Hippie Sabotage,1.0,1.0,0.0,7,24
Lady A vs Jason Aldean,1.0,1.0,0.0,13,51
Lady A vs Kenny Wayne Shepherd,0.8181818181818182,0.8181818181818182,0.0,11,43
Lady A vs Claire Rosinkranz,1.0,1.0,0.0,5,20
Lady A vs Sting,1.0,1.0,0.0,10,37
Lady A vs Train,0.5833333333333334,0.5833333333333334,0.0,12,47
Lady A vs Jethro Tull,0.625,0.625,0.0,8,28
Lady A vs Billy Joel,1.0,1.0,0.0,8,28
Lady A vs Mary Chapin Carpenter,1.0,1.0,0.0,10,40
Lady A vs Diana Krall,0.7272727272727273,0.7272727272727273,0.0,11,42
Lady A vs Straight No Chaser,0.6666666666666666,0.6666666666666666,0.0,18,70
Lady A vs Herman's Hermits,0.7142857142857143,0.7142857142857143,0.0,7,24
Lady A vs Pink,1.0,1.0,0.0,13,50
Lady A vs Bonnie Raitt,0.4444444444444444,0.4444444444444444,0.0,9,35
Lady A vs The Time Jumpers,0.9090909090909091,0.9090909090909091,0.0,11,40
Lady A vs Wizkid,1.0,1.0,0.0,5,18
Lady A vs Mana,0.75,0.75,0.0,8,31
Lady A vs Hairball,1.0,1.0,0.0,11,42
Lady A vs Buddy Guy,0.5333333333333333,0.5333333333333333,0.0,15,56
Lady A vs Metallica,1.0,1.0,0.0,9,32
Lady A vs Thrice,0.625,0.625,0.0,8,30
Lady A vs Grand Funk Railroad,0.8888888888888888,0.8888888888888888,0.0,9,36
Lady A vs Darius Rucker,0.4444444444444444,0.4444444444444444,0.0,9,34
Lady A vs Gary Allan,0.7142857142857143,0.7142857142857143,0.0,7,27
Lady A vs Badfish: A Tribute To Sublime,0.9166666666666666,0.9166666666666666,0.0,12,44
Lady A vs Ghost,0.8,0.8,0.0,10,36
Lady A vs Staind,0.8333333333333334,0.8333333333333334,0.0,6,22
Lady A vs Maxwell,0.625,0.625,0.0,8,32
Lady A vs Zac Brown Band,0.9,0.9,0.0,10,39
Lady A vs Billy Strings,0.6666666666666666,0.6666666666666666,0.0,15,56
Lady A vs Pat Metheny,0.8181818181818182,0.8181818181818182,0.0,11,40
Lady A vs Giant Rooks,1.0,1.0,0.0,5,19
Lady A vs We Came As Romans,0.9,0.9,0.0,10,39
Lady A vs Judy Collins,0.9,0.9,0.0,10,39
Lady A vs Nitty Gritty Dirt Band,0.875,0.875,0.0,8,28
Lady A vs Say Anything,1.0,1.0,0.0,6,20
Lady A vs Electric Callboy,0.5,0.5,0.0,8,28
Lady A vs Chicago (Band),0.6428571428571429,0.6428571428571429,0.0,14,56
Lady A vs Frankie Valli And The Four Seasons,0.6666666666666666,0.6666666666666666,0.0,9,33
Lady A vs Duran Duran,0.875,0.875,0.0,8,30
Lady A vs My Morning Jacket,0.6363636363636364,0.6363636363636364,0.0,11,42
Lady A vs Rebelution,0.7272727272727273,0.7272727272727273,0.0,11,41
Lady A vs Killer Queen - A Tribute to Queen,1.0,1.0,0.0,11,44
Lady A vs Nickel Creek,0.6923076923076923,0.6923076923076923,0.0,13,52
Lady A vs Rumours,0.8,0.8,0.0,10,36
Lady A vs Bryan Adams,0.8181818181818182,0.8181818181818182,0.0,11,42
Lady A vs Grand Ole Opry,1.0,1.0,0.0,31,120
Lady A vs RBD,0.9,0.9,0.0,10,39
Lady A vs Flatland Cavalry,0.8333333333333334,0.8333333333333334,0.0,12,47
Lady A vs Southside Johnny & The Asbury Jukes,0.75,0.75,0.0,8,31
Lady A vs One Night of Queen,0.75,0.75,0.0,8,31
Lady A vs Rumours - The Ultimate Fleetwood Mac Tribute	,0.8,0.8,0.0,10,36
Lady A vs Gregory Alan Isakov,0.75,0.75,0.0,12,47
Lady A vs Janet Jackson,1.0,1.0,0.0,5,19
Lady A vs David Foster,0.75,0.75,0.0,8,30
Lady A vs Engelbert Humperdinck,0.5,0.5,0.0,8,28
Lady A vs Noah Kahan,0.9166666666666666,0.9166666666666666,0.0,12,44
Lady A vs Gipsy Kings featuring Nicolas Reyes,0.5,0.5,0.0,10,38
Lady A vs SZA,1.0,1.0,0.0,8,32
Lady A vs The Head and the Heart,0.5714285714285714,0.5714285714285714,0.0,14,56
Lady A vs Greensky Bluegrass,0.6,0.6,0.0,15,57
Lady A vs Croce Plays Croce,0.8,0.8,0.0,10,37
Lady A vs Get The Led Out,0.75,0.75,0.0,16,60
Lady A vs Chase Rice,0.75,0.75,0.0,8,31
Lady A vs Michael W. Smith,0.8333333333333334,0.8333333333333334,0.0,6,23
Lady A vs Pantera,0.9166666666666666,0.9166666666666666,0.0,12,44
Lady A vs Kidz Bop,0.6875,0.6875,0.0,16,63
Lady A vs ABBA Mania,0.8333333333333334,0.8333333333333334,0.0,18,69
Lady A vs Postmodern Jukebox,0.7142857142857143,0.7142857142857143,0.0,14,54
Lady A vs Kane Brown,0.8571428571428571,0.8571428571428571,0.0,7,24
Lady A vs Madonna,0.9411764705882353,0.9411764705882353,0.0,17,66
Lady A vs Spyro Gyra,0.875,0.875,0.0,8,28
Lady A vs Clannad,0.75,0.75,0.0,8,29
Lady A vs Fall Out Boy,1.0,1.0,0.0,10,39
Lady A vs Dwight Yoakam,0.8,0.8,0.0,10,40
Lady A vs Morgan Wallen,1.0,1.0,0.0,12,48
Lady A vs Young The Giant,0.5833333333333334,0.5833333333333334,0.0,12,48
Lady A vs Tyler Hubbard,0.7,0.7,0.0,10,37
Lady A vs Snarky Puppy,0.75,0.75,0.0,8,29
Lady A vs The Oak Ridge Boys,1.0,1.0,0.0,11,41
Lady A vs Goo Goo Dolls,0.5384615384615384,0.5384615384615384,0.0,13,50
Lady A vs Igorrr,0.7777777777777778,0.7777777777777778,0.0,9,34
Lady A vs The Carolina Opry,0.9615384615384616,0.9615384615384616,0.0,26,104
Lady A vs Citizen,0.9,0.9,0.0,10,37
Lady A vs 38 Special,0.8888888888888888,0.8888888888888888,0.0,9,33
Lady A vs Jake Owen,0.7777777777777778,0.7777777777777778,0.0,9,32
Lady A vs Stevie Nicks,1.0,1.0,0.0,9,35
Lady A vs Alejandro Fernandez,0.875,0.875,0.0,8,32
Lady A vs blink-182,1.0,1.0,0.0,8,28
Little River Band vs Gloria Trevi,1.0,1.0,0.0,8,29
Lady A vs Carbon Leaf,0.9,0.9,0.0,10,39
Lady A vs Kenny G,0.5555555555555556,0.5555555555555556,0.0,9,32
Little River Band vs Phora,0.6,0.6,0.0,10,39
Lady A vs Santa Fe Klan,0.7,0.7,0.0,10,36
Lady A vs KISS,0.8,0.8,0.0,10,36
Lady A vs The Struts,0.6428571428571429,0.6428571428571429,0.0,14,55
Little River Band vs Kaivon,0.8888888888888888,0.8888888888888888,0.0,9,33
Lady A vs Justin Moore,0.7,0.7,0.0,10,36
Little River Band vs Jon Batiste,1.0,1.0,0.0,9,32
Little River Band vs Mom Jeans.,0.8571428571428571,0.8571428571428571,0.0,7,26
Little River Band vs Oliver Anthony,1.0,1.0,0.0,7,27
Little River Band vs Porno for Pyros,0.8888888888888888,0.8888888888888888,0.0,9,32
Little River Band vs Evan Dando,0.7777777777777778,0.7777777777777778,0.0,9,32
Little River Band vs Twin Temple,0.5555555555555556,0.5555555555555556,0.0,9,34
Little River Band vs Beach Weather,0.7142857142857143,0.7142857142857143,0.0,7,25
Little River Band vs Bianca Del Rio,0.8571428571428571,0.8571428571428571,0.0,7,28
Little River Band vs Real Estate,1.0,1.0,0.0,7,26
Lady A vs Eden Munoz,0.5714285714285714,0.5714285714285714,0.0,7,26
Little River Band vs Militarie Gun,0.7272727272727273,0.7272727272727273,0.0,11,42
Lady A vs Alvvays,0.6666666666666666,0.6666666666666666,0.0,6,22
Lady A vs Third Eye Blind,0.8333333333333334,0.8333333333333334,0.0,6,21
Lady A vs Casting Crowns,0.4444444444444444,0.4444444444444444,0.0,9,33
Little River Band vs TALK,0.8571428571428571,0.8571428571428571,0.0,7,26
Little River Band vs Nate Smith,0.3333333333333333,0.3333333333333333,0.0,9,35
Lady A vs Half Moon Run,0.7777777777777778,0.7777777777777778,0.0,9,36
Little River Band vs Made in Italy,0.6363636363636364,0.6363636363636364,0.0,11,40
Little River Band vs Waterparks,0.5714285714285714,0.5714285714285714,0.0,7,27
Lady A vs Ryan Adams & The Cardinals,0.4444444444444444,0.4444444444444444,0.0,9,33
Lady A vs Peter Gabriel,0.7777777777777778,0.7777777777777778,0.0,9,35
Little River Band vs Dadi Freyr,0.7142857142857143,0.7142857142857143,0.0,7,25
Lady A vs Sierra Ferrell,1.0,1.0,0.0,6,21
Little River Band vs Beartooth,0.6428571428571429,0.6428571428571429,0.0,14,52
Little River Band vs Otoboke Beaver,0.75,0.75,0.0,8,30
Little River Band vs Hannah Wicklund,0.8888888888888888,0.8888888888888888,0.0,9,32
Lady A vs The Tallest Man On Earth,0.8,0.8,0.0,10,38
Lady A vs Kip Moore,0.8,0.8,0.0,10,37
Lady A vs Snoop Dogg,0.9166666666666666,0.9166666666666666,0.0,12,44
Little River Band vs Chelsea Cutler,0.8888888888888888,0.8888888888888888,0.0,9,33
Lady A vs Lionel Richie,0.8888888888888888,0.8888888888888888,0.0,9,33
Little River Band vs Katy Kirby,0.8888888888888888,0.8888888888888888,0.0,9,33
Lady A vs Sam Hunt,0.7272727272727273,0.7272727272727273,0.0,11,44
Lady A vs Dirty Heads,0.8181818181818182,0.8181818181818182,0.0,11,43
Little River Band vs Mariah the Scientist,0.8571428571428571,0.8571428571428571,0.0,7,24
Little River Band vs Go Ahead And Die,0.7,0.7,0.0,10,38
Lady A vs Indigo Girls,0.9,0.9,0.0,10,37
Lady A vs Rodrigo Y Gabriela,0.6666666666666666,0.6666666666666666,0.0,6,23
Lady A vs Parmalee,0.375,0.375,0.0,8,29
Lady A vs Trombone Shorty & Orleans Avenue,0.8,0.8,0.0,10,39
Lady A vs The Black Jacket Symphony,0.8823529411764706,0.8823529411764706,0.0,17,66
Lady A vs The Mountain Goats,0.8461538461538461,0.8461538461538461,0.0,13,48
Lady A vs Red Hot Chilli Pipers,0.6,0.6,0.0,5,19
Lady A vs The National Parks,0.875,0.875,0.0,8,28
Lady A vs El Alfa,0.6666666666666666,0.6666666666666666,0.0,6,24
Lady A vs Hardy,0.7777777777777778,0.7777777777777778,0.0,9,35
Lady A vs Romeo Santos,1.0,1.0,0.0,10,40
Lady A vs Salebarbes,1.0,1.0,0.0,5,20
Lady A vs Amy Grant,0.75,0.75,0.0,12,46
Lady A vs Martin Barre,0.8333333333333334,0.8333333333333334,0.0,6,22
Lady A vs Paul Thorn,0.8571428571428571,0.8571428571428571,0.0,7,27
Lady A vs The Chicks,0.9,0.9,0.0,10,40
Lady A vs JVKE,0.7777777777777778,0.7777777777777778,0.0,9,34
Lady A vs Ed Sheeran,1.0,1.0,0.0,10,36
Lady A vs Arctic Monkeys,1.0,1.0,0.0,10,38
Lady A vs Chris Botti,0.6,0.6,0.0,10,37
Lady A vs California Dreamin,1.0,1.0,0.0,6,24
Lady A vs Little River Band,0.8,0.8,0.0,10,40
Lady A vs Little Feat,0.8181818181818182,0.8181818181818182,0.0,11,42
Little River Band vs Big Data,0.9,0.9,0.0,10,37
Lady A vs The Doobie Brothers,0.6923076923076923,0.6923076923076923,0.0,13,48
Lady A vs Lettuce,0.8333333333333334,0.8333333333333334,0.0,12,44
Little River Band vs Sam Barber,0.8571428571428571,0.8571428571428571,0.0,7,28
Lady A vs Steve Hofstetter,0.875,0.875,0.0,8,30
Little River Band vs Nicki Minaj,0.8571428571428571,0.8571428571428571,0.0,7,24
Lady A vs Marcus King,0.7777777777777778,0.7777777777777778,0.0,9,36
Lady A vs Celebrating David Bowie,0.8,0.8,0.0,5,20
Lady A vs Lindsey Stirling,0.6428571428571429,0.6428571428571429,0.0,14,53
Lady A vs Pentatonix,0.7142857142857143,0.7142857142857143,0.0,14,53
Lady A vs Geoff Tate,0.7,0.7,0.0,10,36
Lady A vs Tusk - Tribute To Fleetwood Mac	,0.8888888888888888,0.8888888888888888,0.0,9,32
Lady A vs Ricky Skaggs,0.75,0.75,0.0,8,29
Lady A vs Collective Soul,0.75,0.75,0.0,8,32
Lady A vs Almost Queen,0.8888888888888888,0.8888888888888888,0.0,9,35
Lady A vs Lee Brice,0.7,0.7,0.0,10,37
Lady A vs Gov't Mule,0.5714285714285714,0.5714285714285714,0.0,14,56
Lady A vs Dierks Bentley,0.8,0.8,0.0,10,39
Lady A vs Rod Stewart,0.8888888888888888,0.8888888888888888,0.0,9,36
Little River Band vs Ricky Montgomery,0.6666666666666666,0.6666666666666666,0.0,9,36
Lady A vs Jackson Dean,0.8888888888888888,0.8888888888888888,0.0,9,33
Little River Band vs Gayle,1.0,1.0,0.0,8,29
Lady A vs Ryan Adams,0.8571428571428571,0.8571428571428571,0.0,7,24
Lady A vs Tanner Usrey,0.75,0.75,0.0,8,29
Lady A vs Moon Taxi,0.9166666666666666,0.9166666666666666,0.0,12,46
Lady A vs The Devil Wears Prada,0.8,0.8,0.0,10,38
Little River Band vs Gregorian,0.875,0.875,0.0,8,32
Little River Band vs Samara Joy,0.6,0.6,0.0,10,38
Lady A vs JMSN,0.75,0.75,0.0,8,32
Lady A vs Iration,0.7,0.7,0.0,10,36
Little River Band vs Dustin Lynch,0.75,0.75,0.0,8,30
Lady A vs Roosevelt,0.9166666666666666,0.9166666666666666,0.0,12,46
Lady A vs Jeff Rosenstock,0.9,0.9,0.0,10,39
Lady A vs Joe List,0.875,0.875,0.0,8,32
Lady A vs Mannheim Steamroller,0.75,0.75,0.0,20,78
Lady A vs The Menzingers,0.8181818181818182,0.8181818181818182,0.0,11,44
Little River Band vs The Wood Brothers,0.7272727272727273,0.7272727272727273,0.0,11,44
Lady A vs Apashe,0.8,0.8,0.0,10,38
Little River Band vs Out of Character,0.8461538461538461,0.8461538461538461,0.0,13,50
Lady A vs Big Something,0.75,0.75,0.0,8,29
Lady A vs Band of Horses,1.0,1.0,0.0,11,42
Little River Band vs Stop Light Observations,0.9090909090909091,0.9090909090909091,0.0,11,44
Little River Band vs Squid,0.8,0.8,0.0,10,36
Lady A vs Josh Abbott Band,1.0,1.0,0.0,7,26
Little River Band vs Warren Zeiders,0.5714285714285714,0.5714285714285714,0.0,14,56
Lady A vs Rawayana,0.8,0.8,0.0,10,36
Little River Band vs Charles Wesley Godwin,0.9090909090909091,0.9090909090909091,0.0,11,41
Little River Band vs Queensryche,0.8571428571428571,0.8571428571428571,0.0,7,28
Lady A vs The Japanese House,1.0,1.0,0.0,10,40
Little River Band vs GWAR,0.6,0.6,0.0,10,38
Little River Band vs Reggae Gold,0.75,0.75,0.0,12,47
Little River Band vs Disco Inferno,0.8,0.8,0.0,10,40
Lady A vs Misery Signals,0.7142857142857143,0.7142857142857143,0.0,7,25
Lady A vs BabyJake,0.875,0.875,0.0,8,31
Little River Band vs Explosions in the Sky,0.8461538461538461,0.8461538461538461,0.0,13,51
Lady A vs Hiss Golden Messenger,0.9166666666666666,0.9166666666666666,0.0,12,44
Lady A vs The Happy Fits,0.8,0.8,0.0,10,37
Little River Band vs The Magnetic Fields,1.0,1.0,0.0,7,25
Little River Band vs Zach Bryan,1.0,1.0,0.0,7,24
Lady A vs Gimme Gimme Disco,1.0,1.0,0.0,11,41
Little River Band vs Drew Holcomb & The Neighbors,0.7777777777777778,0.7777777777777778,0.0,9,32
Lady A vs Movements,0.8888888888888888,0.8888888888888888,0.0,9,32
Lady A vs Black Veil Brides,0.9,0.9,0.0,10,40
Lady A vs Boys Like Girls,0.8,0.8,0.0,10,40
Little River Band vs Gareth Emery,0.5555555555555556,0.5555555555555556,0.0,9,32
Little River Band vs The Front Bottoms,0.6,0.6,0.0,15,56
Lady A vs Sun Room,0.9090909090909091,0.9090909090909091,0.0,11,41
Little River Band vs Tom Odell,1.0,1.0,0.0,10,36
Lady A vs The 502s,1.0,1.0,0.0,6,24
Little River Band vs Lucero,0.8,0.8,0.0,10,37
Lady A vs Ice Nine Kills,0.8333333333333334,0.8333333333333334,0.0,6,22
Lady A vs Everclear,0.7777777777777778,0.7777777777777778,0.0,9,36
Little River Band vs Luis Miguel,1.0,1.0,0.0,11,43
Lady A vs Kamelot,1.0,1.0,0.0,7,25
Lady A vs Protest The Hero,0.7777777777777778,0.7777777777777778,0.0,9,35
Lady A vs Bruno Major,0.75,0.75,0.0,8,32
Lady A vs CloZee,0.9230769230769231,0.9230769230769231,0.0,13,52
Little River Band vs Home Free,0.5454545454545454,0.5454545454545454,0.0,11,41
Lady A vs Men I Trust,0.7272727272727273,0.7272727272727273,0.0,11,43
Lady A vs Chris Renzema,1.0,1.0,0.0,11,40
Lady A vs Andy Frasco & The U.N.,0.7777777777777778,0.7777777777777778,0.0,9,32
Lady A vs Laufey,0.9090909090909091,0.9090909090909091,0.0,11,43
Little River Band vs 50 Cent,1.0,1.0,0.0,16,62
Lady A vs Sarah Brightman,0.625,0.625,0.0,8,31
Little River Band vs Carin Leon,1.0,1.0,0.0,11,44
Little River Band vs Ringo Starr & His All Starr Band,0.8,0.8,0.0,10,40
Lady A vs Steel Panther,0.7692307692307693,0.7692307692307693,0.0,13,48
Lady A vs Meshell Ndegeocello,0.8333333333333334,0.8333333333333334,0.0,6,21
Little River Band vs The Mars Volta,0.7,0.7,0.0,10,39
Lady A vs Krooked Kings,0.8888888888888888,0.8888888888888888,0.0,9,35
Lady A vs Mammoth WVH,1.0,1.0,0.0,11,40
Little River Band vs Jodeci,0.7272727272727273,0.7272727272727273,0.0,11,42
Lady A vs Paul Brandt,0.7142857142857143,0.7142857142857143,0.0,7,26
Little River Band vs Cole Swindell,0.7777777777777778,0.7777777777777778,0.0,9,35
Lady A vs TobyMac,0.8888888888888888,0.8888888888888888,0.0,9,36
Lady A vs Boogie Wonder Band,1.0,1.0,0.0,6,24
Lady A vs King George,1.0,1.0,0.0,5,18
Lady A vs The Simon & Garfunkel Story,0.375,0.375,0.0,8,29
Little River Band vs Tash Sultana,0.9166666666666666,0.9166666666666666,0.0,12,45
Lady A vs Tommy Prine,0.875,0.875,0.0,8,30
Lady A vs Laura Jane Grace,1.0,1.0,0.0,6,21
Lady A vs Sarah McLachlan,0.8,0.8,0.0,5,16
Little River Band vs 6LACK,0.9230769230769231,0.9230769230769231,0.0,13,48
Little River Band vs All Time Low,0.9090909090909091,0.9090909090909091,0.0,11,44
Lady A vs The Aces,0.875,0.875,0.0,8,31
Little River Band vs Noah Reid,0.8181818181818182,0.8181818181818182,0.0,11,43
Little River Band vs Smokey Robinson,0.6666666666666666,0.6666666666666666,0.0,9,33
Little River Band vs Thundercat,0.8,0.8,0.0,10,39
Little River Band vs Cian Ducrot,0.8,0.8,0.0,10,37
Lady A vs Janelle Monae,0.9,0.9,0.0,10,40
Lady A vs 5 Seconds of Summer,1.0,1.0,0.0,9,32
Lady A vs Mike Mains & The Branches,1.0,1.0,0.0,6,20
Lady A vs Jose Gonzalez,0.6666666666666666,0.6666666666666666,0.0,6,22
Lady A vs Corinne Bailey Rae,0.42857142857142855,0.42857142857142855,0.0,7,28
Little River Band vs Wilco,0.6363636363636364,0.6363636363636364,0.0,11,42
Little River Band vs Anthony Jeselnik,0.75,0.75,0.0,8,31
Lady A vs Ivan Cornejo,0.6363636363636364,0.6363636363636364,0.0,11,43
Lady A vs Big Head Todd & The Monsters,0.9090909090909091,0.9090909090909091,0.0,11,40
Little River Band vs Brian Culbertson,0.4166666666666667,0.4166666666666667,0.0,12,45
Little River Band vs Stayin' Alive (Tribute to The Bee Gees),0.7,0.7,0.0,10,38
Lady A vs VNV Nation,0.7142857142857143,0.7142857142857143,0.0,7,28
"Lady A vs Slaughter Beach, Dog",0.9,0.9,0.0,10,38
Little River Band vs Joe Satriani,1.0,1.0,0.0,7,25
Little River Band vs Guster,0.625,0.625,0.0,8,32
Lady A vs Renee Rapp,0.7272727272727273,0.7272727272727273,0.0,11,40
Little River Band vs Melissa Etheridge,0.7222222222222222,0.7222222222222222,0.0,18,72
Little River Band vs Shrek Rave,1.0,1.0,0.0,13,51
Little River Band vs Read Southall Band,0.7,0.7,0.0,10,39
