act Pair,Accuracy Subset,Accuracy Subset + Const,Improvement Subset,Number of Test Examples,Number of Train Examples
Lee Brice vs Wolfmother,0.9,0.9,0.0,10,40
The Avett Brothers vs Read Southall Band,1.0,1.0,0.0,8,31
Lee Brice vs Grouplove,0.8571428571428571,0.8571428571428571,0.0,7,25
The Avett Brothers vs Shrek Rave,0.9090909090909091,0.9090909090909091,0.0,11,43
Lee Brice vs Russell Howard,0.875,0.875,0.0,8,32
Lee Brice vs Colter Wall,0.6,0.6,0.0,10,40
Lee Brice vs $uicideboy$,0.8,0.8,0.0,15,57
Lee Brice vs Jai Wolf,0.7692307692307693,0.7692307692307693,0.0,13,52
The Avett Brothers vs Guster,0.6666666666666666,0.6666666666666666,0.0,6,24
Lee Brice vs G Flip,0.6363636363636364,0.6363636363636364,0.0,11,42
Lee Brice vs Sin Bandera,1.0,1.0,0.0,9,34
Lee Brice vs Foy Vance,0.7,0.7,0.0,10,38
The Avett Brothers vs Joe Satriani,0.8,0.8,0.0,5,17
The Avett Brothers vs The Nude Party,1.0,1.0,0.0,8,30
Lee Brice vs The Hives,0.875,0.875,0.0,8,32
The Avett Brothers vs Stayin' Alive (Tribute to The Bee Gees),1.0,1.0,0.0,8,30
Lee Brice vs G Jones,0.7,0.7,0.0,10,37
Lee Brice vs TV Girl,1.0,1.0,0.0,15,57
Lee Brice vs Sarah Brightman,0.9,0.9,0.0,10,36
Lee Brice vs The Moss,0.7,0.7,0.0,10,36
Lee Brice vs Local Natives,1.0,1.0,0.0,11,42
The Avett Brothers vs 5 Seconds of Summer,0.7777777777777778,0.7777777777777778,0.0,9,32
Lee Brice vs Christian Nodal,0.9166666666666666,0.9166666666666666,0.0,12,44
Lee Brice vs Ann Wilson,0.42857142857142855,0.42857142857142855,0.0,14,53
The Avett Brothers vs Los Angeles Azules,0.42857142857142855,0.42857142857142855,0.0,7,25
The Avett Brothers vs Lil Baby,0.7777777777777778,0.7777777777777778,0.0,9,36
Lee Brice vs 6LACK,0.8333333333333334,0.8333333333333334,0.0,12,46
Lee Brice vs All Time Low,0.7272727272727273,0.7272727272727273,0.0,11,41
Lee Brice vs Noah Reid,0.9090909090909091,0.9090909090909091,0.0,11,40
Lee Brice vs IDK,0.9,0.9,0.0,10,38
Lee Brice vs Thundercat,0.8,0.8,0.0,10,36
Lee Brice vs Home Free,0.9,0.9,0.0,10,39
Lee Brice vs King Krule,0.8,0.8,0.0,10,39
Lee Brice vs Lucero,0.8888888888888888,0.8888888888888888,0.0,9,35
Lee Brice vs BoyWithUke,0.7777777777777778,0.7777777777777778,0.0,9,36
The Avett Brothers vs Madeleine Peyroux,1.0,1.0,0.0,5,19
Lee Brice vs Ringo Starr & His All Starr Band,1.0,1.0,0.0,10,37
The Avett Brothers vs MercyMe,0.8,0.8,0.0,10,39
Lee Brice vs Tom Odell,0.8888888888888888,0.8888888888888888,0.0,9,34
Lee Brice vs Wheeler Walker Jr.,0.7692307692307693,0.7692307692307693,0.0,13,48
Lee Brice vs Drive-By Truckers,0.7,0.7,0.0,10,39
Lee Brice vs Bishop Briggs,0.7272727272727273,0.7272727272727273,0.0,11,40
Lee Brice vs St. Paul & The Broken Bones,0.6666666666666666,0.6666666666666666,0.0,15,57
